"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Sugarscape 2 Constant Growback_edit.nlogo"
"metab_vision_pop"
"02/13/2024 13:20:22:133 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","initial-population","max-metabolism","max-vision","[step]","count turtles","survival-rate","last-death","gini-index","mean [vision] of turtles","mean [metabolism] of turtles"
"566","600","4","4","464","284","0.47333333333333333","362","0.3371910160366745","2.6901408450704225","1.6126760563380282"
"569","900","4","4","255","397","0.4411111111111111","153","0.38044386879730213","2.5113350125944582","1.526448362720403"
"567","700","4","4","470","293","0.4185714285714286","368","0.3184082590217873","2.802047781569966","1.5494880546075085"
"571","100","6","4","127","49","0.49","25","0.32114890400604684","2.673469387755102","2.163265306122449"
"572","200","6","4","294","71","0.355","192","0.3105211042029501","2.535211267605634","1.7746478873239437"
"574","400","6","4","156","150","0.375","54","0.380013727899742","2.5","1.8533333333333333"
"570","1000","4","4","236","444","0.444","134","0.3673784396798165","2.581081081081081","1.445945945945946"
"573","300","6","4","284","110","0.36666666666666664","182","0.34666582420610176","2.463636363636364","1.8545454545454545"
"575","500","6","4","321","179","0.358","219","0.3772479889542003","2.664804469273743","1.7988826815642458"
"576","600","6","4","229","212","0.35333333333333333","127","0.40246573987314443","2.900943396226415","1.7830188679245282"
"577","700","6","4","260","231","0.33","158","0.40777379443471595","2.6623376623376624","1.826839826839827"
"581","100","8","4","142","38","0.38","40","0.39954213125570665","2.6842105263157894","2.3684210526315788"
"579","900","6","4","355","286","0.31777777777777777","253","0.38027741013288163","2.6083916083916083","1.6538461538461537"
"578","800","6","4","412","283","0.35375","310","0.3819032676168587","2.604240282685512","1.646643109540636"
"583","300","8","4","273","87","0.29","171","0.37890079336352345","2.528735632183908","1.8850574712643677"
"582","200","8","4","382","68","0.34","280","0.34467214265551954","2.588235294117647","2.0441176470588234"
"558","800","2","4","792","666","0.8325","690","0.4399792160203088","2.563063063063063","1.4159159159159158"
"584","400","8","4","201","127","0.3175","99","0.34351584625644876","2.6535433070866143","1.779527559055118"
"585","500","8","4","157","151","0.302","55","0.33867247330396066","2.609271523178808","1.7880794701986755"
"580","1000","6","4","498","301","0.301","396","0.31637110732080437","2.601328903654485","1.4750830564784052"
"586","600","8","4","223","179","0.29833333333333334","121","0.4130961394738529","2.659217877094972","1.8435754189944134"
"587","700","8","4","268","192","0.2742857142857143","166","0.3804037852290125","2.8229166666666665","1.8489583333333333"
"591","100","10","4","176","32","0.32","74","0.37225316701855765","2.25","2.25"
"592","200","10","4","195","54","0.27","93","0.3571896570288358","2.7962962962962963","2.185185185185185"
"588","800","8","4","293","205","0.25625","191","0.39935912517095257","2.848780487804878","1.8829268292682926"
"589","900","8","4","267","219","0.24333333333333335","165","0.3766538667691583","2.6164383561643834","1.730593607305936"
"593","300","10","4","300","64","0.21333333333333335","198","0.29844531413769343","2.578125","1.78125"
"560","1000","2","4","477","743","0.743","375","0.43765554924589706","2.749663526244953","1.3714670255720054"
"594","400","10","4","208","97","0.2425","106","0.36532586229704894","2.597938144329897","1.8969072164948453"
"595","500","10","4","208","119","0.238","106","0.344891945013634","2.5294117647058822","1.8571428571428572"
"596","600","10","4","175","137","0.22833333333333333","73","0.387982035407219","2.6934306569343067","1.927007299270073"
"590","1000","8","4","361","257","0.257","259","0.3775067899854175","2.7159533073929962","1.7626459143968871"
"559","900","2","4","856","692","0.7688888888888888","754","0.43956870377000046","2.7832369942196533","1.3959537572254335"
"601","100","2","6","122","91","0.91","20","0.22770451110094173","3.5054945054945055","1.3626373626373627"
"602","200","2","6","124","171","0.855","22","0.2308709217881419","3.7134502923976607","1.456140350877193"
"598","800","10","4","196","191","0.23875","94","0.35542260095325195","2.5706806282722514","1.8272251308900525"
"603","300","2","6","126","267","0.89","24","0.27406106550120074","3.4232209737827715","1.4981273408239701"
"597","700","10","4","404","160","0.22857142857142856","302","0.366232007727727","2.75","1.8375"
"604","400","2","6","126","355","0.8875","24","0.3138021885210349","3.546478873239437","1.467605633802817"
"600","1000","10","4","324","209","0.209","222","0.3560175698282695","2.7033492822966507","1.770334928229665"
"605","500","2","6","126","429","0.858","24","0.32296052611427134","3.757575757575758","1.4685314685314685"
"599","900","10","4","239","183","0.20333333333333334","137","0.3863538007191323","2.612021857923497","1.726775956284153"
"606","600","2","6","126","537","0.895","24","0.37586110808077905","3.595903165735568","1.4711359404096833"
"607","700","2","6","126","622","0.8885714285714286","24","0.39531265506849567","3.630225080385852","1.4694533762057878"
"612","200","4","6","289","118","0.59","187","0.36403889388285915","3.889830508474576","1.9067796610169492"
"611","100","4","6","437","61","0.61","335","0.27571727015026604","4.147540983606557","1.8852459016393444"
"614","400","4","6","185","226","0.565","83","0.36854387156865775","3.898230088495575","1.8141592920353982"
"613","300","4","6","186","177","0.59","84","0.37917269069468557","3.7344632768361583","1.8644067796610169"
"615","500","4","6","274","274","0.548","172","0.39490429813092304","3.9744525547445257","1.7591240875912408"
"618","800","4","6","259","343","0.42875","157","0.31345111407994364","3.63265306122449","1.4752186588921283"
"617","700","4","6","297","312","0.44571428571428573","195","0.3072181841018546","3.7435897435897436","1.5096153846153846"
"620","1000","4","6","169","434","0.434","67","0.34483952256854306","3.73963133640553","1.412442396313364"
"621","100","6","6","265","46","0.46","163","0.3696098608463506","3.8260869565217392","2.152173913043478"
"616","600","4","6","364","291","0.485","262","0.3039922918085987","3.6013745704467355","1.5532646048109966"
"622","200","6","6","241","80","0.4","139","0.30702155453951663","3.725","1.8125"
"623","300","6","6","181","109","0.36333333333333334","79","0.3513164415688814","4.009174311926605","1.908256880733945"
"619","900","4","6","216","403","0.4477777777777778","114","0.3714764599562469","3.56575682382134","1.498759305210918"
"625","500","6","6","146","180","0.36","44","0.39590525809218935","3.6277777777777778","1.8944444444444444"
"624","400","6","6","267","165","0.4125","165","0.3803289622562859","3.915151515151515","1.8424242424242425"
"626","600","6","6","242","216","0.36","140","0.40815362598258875","3.7777777777777777","1.9212962962962963"
"631","100","8","6","125","41","0.41","23","0.3472959824316315","3.7560975609756095","2.048780487804878"
"627","700","6","6","309","261","0.37285714285714283","207","0.375848726140199","3.9386973180076628","1.7203065134099618"
"609","900","2","6","564","719","0.7988888888888889","462","0.4463597463866583","3.9304589707927677","1.4214186369958275"
"633","300","8","6","180","98","0.32666666666666666","78","0.3238674559831644","4.010204081632653","1.8979591836734695"
"632","200","8","6","451","71","0.355","349","0.2861393973928145","3.591549295774648","1.7746478873239437"
"629","900","6","6","344","276","0.30666666666666664","242","0.3606051582788461","3.829710144927536","1.673913043478261"
"634","400","8","6","214","109","0.2725","112","0.3829993628249551","3.44954128440367","1.853211009174312"
"630","1000","6","6","454","291","0.291","352","0.3007657306329909","3.649484536082474","1.52233676975945"
"635","500","8","6","158","155","0.31","56","0.33485102212341655","3.9483870967741934","1.7161290322580645"
"636","600","8","6","145","187","0.31166666666666665","43","0.3644489857594316","3.7540106951871657","1.8983957219251337"
"610","1000","2","6","612","737","0.737","510","0.38799301045859635","3.978290366350068","1.33921302578019"
"641","100","10","6","123","30","0.3","21","0.33680250467100953","3.6333333333333333","2.2333333333333334"
"642","200","10","6","205","53","0.265","103","0.2768946532317564","3.4716981132075473","2.150943396226415"
"628","800","6","6","392","267","0.33375","290","0.3522103213254517","3.801498127340824","1.6666666666666667"
"643","300","10","6","245","70","0.23333333333333334","143","0.3483110485573541","3.5428571428571427","1.7857142857142858"
"637","700","8","6","330","227","0.3242857142857143","228","0.38078770944614027","3.8634361233480177","1.748898678414097"
"608","800","2","6","835","680","0.85","733","0.4488402021737026","3.8176470588235296","1.4308823529411765"
"639","900","8","6","304","248","0.27555555555555555","202","0.38738641428089243","3.7298387096774195","1.7459677419354838"
"646","600","10","6","140","141","0.235","38","0.3686475114620004","3.879432624113475","1.950354609929078"
"644","400","10","6","355","86","0.215","253","0.376152388436438","3.511627906976744","2.011627906976744"
"638","800","8","6","476","216","0.27","374","0.37746285743069286","3.8518518518518516","1.837962962962963"
"645","500","10","6","159","133","0.266","57","0.38886641231147406","3.7593984962406015","1.894736842105263"
"648","800","10","6","249","178","0.2225","147","0.3500449125526179","3.769662921348315","1.8370786516853932"
"651","100","2","8","122","92","0.92","20","0.20212488892974237","4.445652173913044","1.4565217391304348"
"649","900","10","6","232","207","0.23","130","0.4127085533586355","3.869565217391304","1.9420289855072463"
"640","1000","8","6","497","263","0.263","395","0.34346849139356517","3.714828897338403","1.6844106463878328"
"647","700","10","6","345","167","0.23857142857142857","243","0.4081269054556978","3.718562874251497","1.9161676646706587"
"652","200","2","8","126","183","0.915","24","0.22791267658599074","4.491803278688525","1.5245901639344261"
"650","1000","10","6","291","232","0.232","189","0.36446755139887715","3.9094827586206895","1.7844827586206897"
"654","400","2","8","126","367","0.9175","24","0.30504681160986946","4.692098092643052","1.5095367847411445"
"653","300","2","8","125","268","0.8933333333333333","23","0.23688574984790856","4.757462686567164","1.5186567164179106"
"655","500","2","8","126","453","0.906","24","0.32829665093593613","5.048565121412803","1.4613686534216335"
"656","600","2","8","153","538","0.8966666666666666","51","0.385298345397141","4.5762081784386615","1.4907063197026023"
"657","700","2","8","130","620","0.8857142857142857","28","0.37967603059892197","4.52258064516129","1.4370967741935483"
"661","100","4","8","396","63","0.63","294","0.2411759792541544","4.9523809523809526","1.6984126984126984"
"662","200","4","8","152","141","0.705","50","0.38710697842568065","4.914893617021277","1.9929078014184398"
"663","300","4","8","174","199","0.6633333333333333","72","0.35657261604553536","4.989949748743719","1.814070351758794"
"664","400","4","8","405","242","0.605","303","0.4171528906759809","5.0041322314049586","1.8016528925619835"
"666","600","4","8","358","287","0.47833333333333333","256","0.29515067707202414","4.989547038327526","1.543554006968641"
"668","800","4","8","227","373","0.46625","125","0.3246978228059646","4.828418230563003","1.5040214477211795"
"665","500","4","8","400","261","0.522","298","0.3365405683192985","5.206896551724138","1.7126436781609196"
"671","100","6","8","167","51","0.51","65","0.41348971760802594","5","2.411764705882353"
"667","700","4","8","257","313","0.4471428571428571","155","0.2778522504428079","4.686900958466453","1.523961661341853"
"672","200","6","8","232","100","0.5","130","0.32003377411414496","4.86","1.93"
"669","900","4","8","169","412","0.4577777777777778","67","0.3353055277738878","4.643203883495145","1.4805825242718447"
"673","300","6","8","205","127","0.42333333333333334","103","0.33538013172749825","4.5984251968503935","1.889763779527559"
"670","1000","4","8","150","468","0.468","48","0.36759938350948984","4.55982905982906","1.5042735042735043"
"675","500","6","8","265","207","0.414","163","0.40159012410325634","4.763285024154589","1.8840579710144927"
"674","400","6","8","220","181","0.4525","118","0.3881313680701167","4.9779005524861875","1.9337016574585635"
"676","600","6","8","388","243","0.405","286","0.38559960817740435","5.127572016460905","1.8353909465020577"
"681","100","8","8","122","36","0.36","20","0.3862757626396671","4.388888888888889","2.4444444444444446"
"677","700","6","8","425","254","0.3628571428571429","323","0.3581488449075932","4.8858267716535435","1.7598425196850394"
"678","800","6","8","443","267","0.33375","341","0.3183518443237725","4.692883895131086","1.6591760299625469"
"658","800","2","8","593","690","0.8625","491","0.44232889518392104","4.884057971014493","1.4507246376811593"
"683","300","8","8","150","106","0.35333333333333333","48","0.3355987496005307","4.839622641509434","1.971698113207547"
"682","200","8","8","332","62","0.31","230","0.29892557861045826","4.951612903225806","1.8709677419354838"
"679","900","6","8","386","276","0.30666666666666664","284","0.33103899258199004","4.797101449275362","1.5905797101449275"
"684","400","8","8","233","136","0.34","131","0.3264711691637984","4.919117647058823","1.8308823529411764"
"685","500","8","8","152","151","0.302","50","0.3772945650214316","4.768211920529802","1.9536423841059603"
"686","600","8","8","173","187","0.31166666666666665","71","0.39518862126819787","4.994652406417113","1.9572192513368984"
"691","100","10","8","168","33","0.33","66","0.3586764351804082","5.696969696969697","2.3333333333333335"
"687","700","8","8","274","223","0.31857142857142856","172","0.38600733000727705","4.789237668161435","1.8340807174887892"
"689","900","8","8","246","266","0.29555555555555557","144","0.348303816206884","4.845864661654136","1.6766917293233083"
"688","800","8","8","241","240","0.3","139","0.3875122495360818","5.1","1.85"
"680","1000","6","8","371","294","0.294","269","0.28049220300925015","4.816326530612245","1.510204081632653"
"693","300","10","8","253","78","0.26","151","0.3229456106200448","4.743589743589744","2.1153846153846154"
"692","200","10","8","308","53","0.265","206","0.2961050828705066","5.226415094339623","2.1132075471698113"
"659","900","2","8","814","703","0.7811111111111111","712","0.43419026553417067","5.102418207681366","1.42674253200569"
"695","500","10","8","143","127","0.254","41","0.328728308482797","4.834645669291339","1.8188976377952757"
"694","400","10","8","231","92","0.23","129","0.3426938662301029","4.608695652173913","1.9456521739130435"
"701","100","2","10","117","96","0.96","15","0.15733562154574965","5.458333333333333","1.5"
"660","1000","2","8","718","744","0.744","616","0.4214025218428921","5.135752688172043","1.381720430107527"
"697","700","10","8","188","163","0.23285714285714285","86","0.3217995501792561","4.809815950920245","1.7484662576687116"
"698","800","10","8","165","221","0.27625","63","0.40300686031236266","5.004524886877828","1.9321266968325792"
"702","200","2","10","125","188","0.94","23","0.21000184383992837","5.367021276595745","1.4893617021276595"
"696","600","10","8","210","154","0.25666666666666665","108","0.3970339276157467","5.116883116883117","2.0064935064935066"
"699","900","10","8","259","207","0.23","157","0.36525529853939154","4.8647342995169085","1.8888888888888888"
"700","1000","10","8","259","220","0.22","157","0.3712187105814511","4.790909090909091","1.790909090909091"
"703","300","2","10","126","281","0.9366666666666666","24","0.22883237583400773","5.594306049822064","1.4626334519572954"
"704","400","2","10","126","372","0.93","24","0.31056748989513944","5.887096774193548","1.5188172043010753"
"690","1000","8","8","563","257","0.257","461","0.3253635362292367","4.929961089494164","1.688715953307393"
"705","500","2","10","125","444","0.888","23","0.3411041487964567","5.851351351351352","1.4887387387387387"
"711","100","4","10","241","66","0.66","139","0.3343885081642444","6.0606060606060606","2.1666666666666665"
"706","600","2","10","126","557","0.9283333333333333","24","0.36249304426042134","5.597845601436266","1.4416517055655296"
"712","200","4","10","233","140","0.7","131","0.3282602069631164","5.757142857142857","1.7785714285714285"
"713","300","4","10","138","216","0.72","36","0.35122853699392464","5.893518518518518","1.8333333333333333"
"714","400","4","10","218","241","0.6025","116","0.4125448703189923","6.074688796680498","1.929460580912863"
"717","700","4","10","181","339","0.48428571428571426","79","0.27421306689944636","5.820058997050148","1.4690265486725664"
"716","600","4","10","308","293","0.48833333333333334","206","0.3037504397909745","5.901023890784983","1.6109215017064846"
"718","800","4","10","175","356","0.445","73","0.30948769526232556","5.845505617977528","1.4943820224719102"
"715","500","4","10","427","265","0.53","325","0.3405110430117832","5.879245283018868","1.709433962264151"
"721","100","6","10","206","54","0.54","104","0.32814593190187574","5.962962962962963","2.1481481481481484"
"722","200","6","10","191","90","0.45","89","0.3010638883594859","5.377777777777778","1.9333333333333333"
"719","900","4","10","144","434","0.4822222222222222","42","0.34248611945544455","5.725806451612903","1.4953917050691243"
"723","300","6","10","179","119","0.39666666666666667","77","0.34139546628832235","6.042016806722689","1.9327731092436975"
"720","1000","4","10","144","450","0.45","42","0.3488333111183815","5.68","1.5066666666666666"
"725","500","6","10","133","226","0.452","31","0.3576749551795197","6.022123893805309","1.8805309734513274"
"724","400","6","10","240","175","0.4375","138","0.36729393484446016","6.04","1.8514285714285714"
"726","600","6","10","373","252","0.42","271","0.3905179191782885","5.865079365079365","1.8373015873015872"
"729","900","6","10","315","291","0.3233333333333333","213","0.24934724663427862","5.951890034364261","1.4604810996563573"
"707","700","2","10","413","647","0.9242857142857143","311","0.43598710686795183","5.959814528593508","1.480680061823802"
"727","700","6","10","436","251","0.3585714285714286","334","0.33900692667242655","6.227091633466135","1.7290836653386454"
"731","100","8","10","157","51","0.51","55","0.4235389115116838","5.490196078431373","2.5686274509803924"
"728","800","6","10","448","269","0.33625","346","0.31491809756473427","5.847583643122676","1.6096654275092936"
"733","300","8","10","162","112","0.37333333333333335","60","0.35703779088931403","5.410714285714286","1.9196428571428572"
"734","400","8","10","146","150","0.375","44","0.37219407130306614","5.8533333333333335","1.8866666666666667"
"735","500","8","10","183","156","0.312","81","0.3283449127807771","5.987179487179487","1.8846153846153846"
"732","200","8","10","372","59","0.295","270","0.2977938954911989","5.627118644067797","2.0338983050847457"
"736","600","8","10","203","172","0.2866666666666667","101","0.36046578184143535","5.982558139534884","1.941860465116279"
"708","800","2","10","733","692","0.865","631","0.41161881231644687","5.82514450867052","1.4046242774566473"
"730","1000","6","10","390","315","0.315","288","0.2772989453107899","5.809523809523809","1.453968253968254"
"737","700","8","10","212","216","0.30857142857142855","110","0.37754938912835534","5.976851851851852","1.8333333333333333"
"709","900","2","10","616","740","0.8222222222222222","514","0.41354100529636484","6.297297297297297","1.3905405405405404"
"741","100","10","10","221","34","0.34","119","0.36934206716127305","6","2.3529411764705883"
"742","200","10","10","190","57","0.285","88","0.2818981610404612","5.719298245614035","1.9473684210526316"
"710","1000","2","10","630","750","0.75","528","0.39413020765327306","6.270666666666667","1.3533333333333333"
"743","300","10","10","176","95","0.31666666666666665","74","0.33982121713350855","6.031578947368421","2.0736842105263156"
"744","400","10","10","164","121","0.3025","62","0.35644709310839046","5.421487603305785","1.975206611570248"
"746","600","10","10","159","144","0.24","57","0.364933774010391","5.854166666666667","1.9930555555555556"
"747","700","10","10","135","168","0.24","33","0.33635260683050516","5.625","1.8630952380952381"
"745","500","10","10","324","127","0.254","222","0.3821891390835625","5.708661417322834","2.0078740157480315"
"751","100","2","2","126","82","0.82","24","0.23698723169582797","1.5365853658536586","1.475609756097561"
"752","200","2","2","126","162","0.81","24","0.3035771868433435","1.537037037037037","1.4135802469135803"
"738","800","8","10","413","231","0.28875","311","0.4028448788124454","6.2813852813852815","1.8614718614718615"
"749","900","10","10","175","237","0.2633333333333333","73","0.40625062787475713","6.1645569620253164","1.8987341772151898"
"753","300","2","2","126","232","0.7733333333333333","24","0.2788185325182637","1.5258620689655173","1.418103448275862"
"740","1000","8","10","360","263","0.263","258","0.34773905274555184","6.262357414448669","1.7376425855513309"
"754","400","2","2","126","319","0.7975","24","0.3313451561082386","1.5454545454545454","1.4482758620689655"
"748","800","10","10","346","212","0.265","244","0.40458728456488363","6.14622641509434","1.9339622641509433"
"755","500","2","2","126","401","0.802","24","0.34785167856559146","1.4912718204488777","1.4638403990024937"
"750","1000","10","10","291","242","0.242","189","0.43238639277903224","5.702479338842975","1.9090909090909092"
"756","600","2","2","126","496","0.8266666666666667","24","0.3678221646318306","1.5564516129032258","1.435483870967742"
"757","700","2","2","126","555","0.7928571428571428","24","0.3799720959113685","1.5297297297297296","1.4252252252252253"
"761","100","4","2","302","49","0.49","200","0.33840247814642366","1.6326530612244898","1.816326530612245"
"762","200","4","2","236","107","0.535","134","0.32680155268249905","1.4953271028037383","1.766355140186916"
"739","900","8","10","348","267","0.2966666666666667","246","0.31237532756220965","6.239700374531835","1.6591760299625469"
"758","800","2","2","253","627","0.78375","151","0.41353906765064113","1.5215311004784688","1.4258373205741626"
"764","400","4","2","386","191","0.4775","284","0.35595554873848456","1.617801047120419","1.7382198952879582"
"763","300","4","2","511","158","0.5266666666666666","409","0.3677632465372252","1.5126582278481013","1.7658227848101267"
"765","500","4","2","485","225","0.45","383","0.3496655089897329","1.6088888888888888","1.6711111111111112"
"766","600","4","2","479","274","0.45666666666666667","377","0.3679364223511128","1.5474452554744527","1.5912408759124088"
"771","100","6","2","169","34","0.34","67","0.35232401364721067","1.6176470588235294","2.0294117647058822"
"772","200","6","2","237","62","0.31","135","0.38099809590579914","1.467741935483871","1.9193548387096775"
"759","900","2","2","468","689","0.7655555555555555","366","0.45672753354945506","1.5573294629898404","1.4150943396226414"
"773","300","6","2","214","95","0.31666666666666665","112","0.3043019650125792","1.5473684210526315","1.7473684210526317"
"770","1000","4","2","365","412","0.412","263","0.37434836102811747","1.5145631067961165","1.4296116504854368"
"769","900","4","2","404","380","0.4222222222222222","302","0.37094570801983795","1.5263157894736843","1.4789473684210526"
"768","800","4","2","451","316","0.395","349","0.3449379551846069","1.5759493670886076","1.4651898734177216"
"767","700","4","2","376","306","0.43714285714285717","274","0.3545285686211115","1.5457516339869282","1.5392156862745099"
"774","400","6","2","197","135","0.3375","95","0.3590439238983551","1.5407407407407407","1.8592592592592592"
"781","100","8","2","204","28","0.28","102","0.23011201822669447","1.5714285714285714","1.8571428571428572"
"775","500","6","2","385","167","0.334","283","0.4223493282996691","1.5808383233532934","1.8982035928143712"
"782","200","8","2","228","57","0.285","126","0.3600413509030149","1.5263157894736843","1.9298245614035088"
"760","1000","2","2","718","699","0.699","616","0.4546731633997461","1.5751072961373391","1.3848354792560802"
"778","800","6","2","381","228","0.285","279","0.34712671607540185","1.5745614035087718","1.6359649122807018"
"783","300","8","2","263","73","0.24333333333333335","161","0.32774197949225176","1.452054794520548","1.917808219178082"
"779","900","6","2","299","277","0.30777777777777776","197","0.3804321048264581","1.5667870036101084","1.6173285198555956"
"776","600","6","2","528","175","0.2916666666666667","426","0.3053389814264631","1.5542857142857143","1.7771428571428571"
"777","700","6","2","492","197","0.2814285714285714","390","0.3323265663812624","1.614213197969543","1.5583756345177664"
"784","400","8","2","184","104","0.26","82","0.33033489976557984","1.5576923076923077","1.8461538461538463"
"791","100","10","2","179","23","0.23","77","0.30017465300637114","1.3478260869565217","1.5217391304347827"
"786","600","8","2","184","146","0.24333333333333335","82","0.39614430368124487","1.6095890410958904","1.7671232876712328"
"785","500","8","2","290","151","0.302","188","0.36346886140357265","1.5033112582781456","1.7483443708609272"
"792","200","10","2","143","39","0.195","41","0.3402116926601462","1.641025641025641","1.8717948717948718"
"788","800","8","2","296","184","0.23","194","0.3430525764635863","1.5326086956521738","1.684782608695652"
"787","700","8","2","355","173","0.24714285714285714","253","0.3772671330175815","1.630057803468208","1.8323699421965318"
"780","1000","6","2","294","301","0.301","192","0.3498157716237367","1.548172757475083","1.4883720930232558"
"789","900","8","2","300","208","0.2311111111111111","198","0.3810004935365189","1.4807692307692308","1.7163461538461537"
"790","1000","8","2","315","224","0.224","213","0.3636819656461517","1.5714285714285714","1.625"
"794","400","10","2","209","89","0.2225","107","0.3358698936842396","1.6404494382022472","1.7865168539325842"
"793","300","10","2","345","56","0.18666666666666668","243","0.3363172281356793","1.5892857142857142","1.6964285714285714"
"795","500","10","2","203","109","0.218","101","0.3550776797861851","1.5137614678899083","1.7339449541284404"
"797","700","10","2","145","146","0.20857142857142857","43","0.3327274881131732","1.5684931506849316","1.7876712328767124"
"801","100","2","4","126","84","0.84","24","0.24957709136453085","2.4285714285714284","1.4285714285714286"
"796","600","10","2","199","124","0.20666666666666667","97","0.3649453967577205","1.5887096774193548","1.782258064516129"
"802","200","2","4","125","170","0.85","23","0.2422762756817457","2.623529411764706","1.511764705882353"
"803","300","2","4","126","248","0.8266666666666667","24","0.2714088358583475","2.689516129032258","1.4758064516129032"
"799","900","10","2","297","187","0.20777777777777778","195","0.3701469428284325","1.5561497326203209","1.7058823529411764"
"800","1000","10","2","271","198","0.198","169","0.41910264321026575","1.5101010101010102","1.7121212121212122"
"804","400","2","4","125","344","0.86","23","0.3011521228931088","2.572674418604651","1.4651162790697674"
"805","500","2","4","126","432","0.864","24","0.36288591946761034","2.574074074074074","1.4907407407407407"
"806","600","2","4","126","505","0.8416666666666667","24","0.3892598570481542","2.5326732673267327","1.4752475247524752"
"798","800","10","2","265","170","0.2125","163","0.3799440248222748","1.5411764705882354","1.7470588235294118"
"811","100","4","4","391","56","0.56","289","0.29143427725002075","2.482142857142857","1.875"
"813","300","4","4","206","171","0.57","104","0.4077459151562787","2.5146198830409356","1.9649122807017543"
"812","200","4","4","357","108","0.54","255","0.3395947834071183","2.4074074074074074","1.75"
"807","700","2","4","204","588","0.84","102","0.40600650048781417","2.5969387755102042","1.4506802721088434"
"814","400","4","4","356","199","0.4975","254","0.36971436252119283","2.7236180904522613","1.814070351758794"
"815","500","4","4","440","251","0.502","338","0.40548020644946686","2.756972111553785","1.7250996015936255"
"816","600","4","4","453","278","0.4633333333333333","351","0.3397139662846429","2.6510791366906474","1.6546762589928057"
"821","100","6","4","215","41","0.41","113","0.38650149355484","2.6341463414634148","2.048780487804878"
"817","700","4","4","575","316","0.4514285714285714","473","0.3474387875975953","2.490506329113924","1.4430379746835442"
"818","800","4","4","498","328","0.41","396","0.3347524435969869","2.6036585365853657","1.5"
"820","1000","4","4","171","459","0.459","69","0.35631123501693024","2.6601307189542482","1.44880174291939"
"808","800","2","4","566","661","0.82625","464","0.4742706585404006","2.6278366111951588","1.4826021180030258"
"823","300","6","4","184","108","0.36","82","0.3210657664344713","2.5833333333333335","1.75"
"822","200","6","4","282","77","0.385","180","0.31125962456103046","2.6233766233766236","1.6623376623376624"
"824","400","6","4","207","160","0.4","105","0.3338911876537688","2.675","1.80625"
"819","900","4","4","211","406","0.45111111111111113","109","0.3358416906149819","2.603448275862069","1.4285714285714286"
"825","500","6","4","294","197","0.394","192","0.3747196411170317","2.548223350253807","1.8274111675126903"
"831","100","8","4","120","40","0.4","18","0.33163540596094543","2.7","2.15"
"826","600","6","4","295","221","0.36833333333333335","193","0.3791257385689536","2.6425339366515836","1.7330316742081449"
"810","1000","2","4","592","729","0.729","490","0.41397943208257737","2.737997256515775","1.3497942386831276"
"827","700","6","4","327","248","0.35428571428571426","225","0.41253944196402037","2.7983870967741935","1.7661290322580645"
"833","300","8","4","251","86","0.2866666666666667","149","0.37007308159763497","2.5232558139534884","2.0697674418604652"
"832","200","8","4","370","55","0.275","268","0.2876130619227368","2.7818181818181817","1.9636363636363636"
"834","400","8","4","174","107","0.2675","72","0.3491310422201291","2.5046728971962615","1.8224299065420562"
"828","800","6","4","357","275","0.34375","255","0.31899478527937747","2.752727272727273","1.5745454545454545"
"835","500","8","4","181","145","0.29","79","0.3730302991850523","2.489655172413793","1.793103448275862"
"809","900","2","4","705","702","0.78","603","0.4476159288050163","2.752136752136752","1.4002849002849003"
"841","100","10","4","126","29","0.29","24","0.34979724483046243","2.7241379310344827","2.103448275862069"
"829","900","6","4","488","291","0.3233333333333333","386","0.33972371697154263","2.5945017182130585","1.5670103092783505"
"837","700","8","4","286","176","0.25142857142857145","184","0.3745622395129517","2.596590909090909","1.7443181818181819"
"842","200","10","4","151","47","0.235","49","0.3492926213148921","2.7872340425531914","2.0851063829787235"
"843","300","10","4","216","57","0.19","114","0.3330231209389995","2.912280701754386","1.9473684210526316"
"836","600","8","4","458","177","0.295","356","0.35693396059073945","2.638418079096045","1.8587570621468927"
"838","800","8","4","378","199","0.24875","276","0.35487114169849654","2.678391959798995","1.678391959798995"
"840","1000","8","4","309","263","0.263","207","0.3850593209548753","2.714828897338403","1.741444866920152"
"844","400","10","4","232","93","0.2325","130","0.31194900217150595","2.5483870967741935","1.8172043010752688"
"839","900","8","4","353","225","0.25","251","0.3914742373952902","2.7111111111111112","1.8"
"845","500","10","4","225","117","0.234","123","0.3394405628706481","2.4957264957264957","1.9145299145299146"
"830","1000","6","4","381","296","0.296","279","0.34837394032321195","2.5337837837837838","1.5439189189189189"
"846","600","10","4","172","139","0.23166666666666666","70","0.318346471005241","2.5179856115107913","1.6978417266187051"
"851","100","2","6","126","95","0.95","24","0.282773332556734","3.5473684210526315","1.4421052631578948"
"847","700","10","4","215","143","0.2042857142857143","113","0.3532732286083495","2.5384615384615383","1.9090909090909092"
"849","900","10","4","193","192","0.21333333333333335","91","0.4208998248417924","2.578125","1.8854166666666667"
"852","200","2","6","124","176","0.88","22","0.23852145903102526","3.4204545454545454","1.4715909090909092"
"850","1000","10","4","276","200","0.2","174","0.38162056173046877","2.66","1.805"
"854","400","2","6","126","349","0.8725","24","0.2956704147771027","3.7392550143266474","1.4498567335243553"
"853","300","2","6","124","265","0.8833333333333333","22","0.2807916306329742","3.516981132075472","1.4641509433962263"
